,PTS/100,isHome,possession_diff,time,startsBall,offence1,offence2,offence3,offence4,offence5,defence1,defence2,defence3,defence4,defence5
0,11.11111111111111,1.0,0.0,251.0,0.0,2772.0,203093.0,203991.0,201935.0,201951.0,201568.0,202702.0,203530.0,203914.0,1626144.0
1,122.22222222222223,0.0,0.0,251.0,1.0,201568.0,202702.0,203530.0,203914.0,1626144.0,2772.0,203093.0,203991.0,201935.0,201951.0
2,160.0,1.0,0.0,97.0,1.0,2772.0,203991.0,201935.0,201951.0,1626149.0,201568.0,202702.0,203530.0,203914.0,1626144.0
3,125.0,0.0,0.0,97.0,0.0,201568.0,202702.0,203530.0,203914.0,1626144.0,2772.0,203991.0,201935.0,201951.0,1626149.0
4,0.0,1.0,0.0,110.0,0.0,2772.0,201935.0,1626149.0,201147.0,201976.0,201568.0,202702.0,203530.0,203914.0,1626144.0
5,100.0,0.0,0.0,110.0,1.0,201568.0,202702.0,203530.0,203914.0,1626144.0,2772.0,201935.0,1626149.0,201147.0,201976.0
6,50.0,1.0,0.0,28.0,1.0,201935.0,1626149.0,201147.0,201976.0,201951.0,201568.0,202702.0,203914.0,2749.0,203115.0
7,150.0,0.0,0.0,28.0,0.0,201568.0,202702.0,203914.0,2749.0,203115.0,201935.0,1626149.0,201147.0,201976.0,201951.0
8,127.27272727272727,1.0,0.0,266.0,1.0,201935.0,1626149.0,201147.0,201976.0,201951.0,201568.0,2749.0,203115.0,200751.0,201589.0
9,45.45454545454545,0.0,0.0,266.0,0.0,201568.0,2749.0,203115.0,200751.0,201589.0,201935.0,1626149.0,201147.0,201976.0,201951.0
10,0.0,1.0,0.0,59.0,0.0,2772.0,203093.0,201951.0,1626149.0,1891.0,1626144.0,2749.0,203115.0,200751.0,201589.0
11,50.0,0.0,0.0,59.0,1.0,1626144.0,2749.0,203115.0,200751.0,201589.0,2772.0,203093.0,201951.0,1626149.0,1891.0
12,200.0,1.0,0.0,61.0,0.0,2772.0,203093.0,201951.0,1891.0,203991.0,1626144.0,2749.0,200751.0,201589.0,203999.0
13,0.0,0.0,0.0,61.0,1.0,1626144.0,2749.0,200751.0,201589.0,203999.0,2772.0,203093.0,201951.0,1891.0,203991.0
14,0.0,1.0,0.0,15.0,0.0,2772.0,203093.0,201951.0,1891.0,203991.0,1626144.0,200751.0,203999.0,203914.0,202702.0
15,0.0,0.0,0.0,15.0,1.0,1626144.0,200751.0,203999.0,203914.0,202702.0,2772.0,203093.0,201951.0,1891.0,203991.0
16,0.0,1.0,0.0,21.0,1.0,203093.0,1891.0,203991.0,201935.0,201147.0,1626144.0,200751.0,203914.0,202702.0,201568.0
17,200.0,0.0,0.0,21.0,0.0,1626144.0,200751.0,203914.0,202702.0,201568.0,203093.0,1891.0,203991.0,201935.0,201147.0
18,114.28571428571428,1.0,0.0,203.0,1.0,203093.0,203991.0,201935.0,201147.0,201976.0,1626144.0,203914.0,202702.0,201568.0,203530.0
19,133.33333333333331,0.0,0.0,203.0,0.0,1626144.0,203914.0,202702.0,201568.0,203530.0,203093.0,203991.0,201935.0,201147.0,201976.0
20,150.0,1.0,0.0,23.0,1.0,201935.0,201147.0,2772.0,1626149.0,201951.0,1626144.0,203914.0,202702.0,201568.0,203530.0
21,0.0,0.0,0.0,23.0,0.0,1626144.0,203914.0,202702.0,201568.0,203530.0,201935.0,201147.0,2772.0,1626149.0,201951.0
22,64.28571428571429,1.0,0.0,362.0,0.0,201935.0,201147.0,2772.0,1626149.0,201951.0,1626144.0,202702.0,201568.0,200751.0,203115.0
23,73.33333333333333,0.0,0.0,362.0,1.0,1626144.0,202702.0,201568.0,200751.0,203115.0,201935.0,201147.0,2772.0,1626149.0,201951.0
24,133.33333333333331,1.0,0.0,64.0,1.0,2772.0,203093.0,201935.0,201951.0,1626149.0,201568.0,202702.0,203530.0,203914.0,1626144.0
25,100.0,0.0,0.0,64.0,0.0,201568.0,202702.0,203530.0,203914.0,1626144.0,2772.0,203093.0,201935.0,201951.0,1626149.0
26,0.0,1.0,0.0,19.0,1.0,2772.0,203093.0,201935.0,201951.0,201147.0,201568.0,202702.0,203530.0,203914.0,2749.0
27,100.0,0.0,0.0,19.0,0.0,201568.0,202702.0,203530.0,203914.0,2749.0,2772.0,203093.0,201935.0,201951.0,201147.0
28,100.0,1.0,0.0,12.0,0.0,2772.0,203093.0,201935.0,201147.0,201976.0,201568.0,202702.0,203914.0,2749.0,203115.0
29,0.0,0.0,0.0,12.0,1.0,201568.0,202702.0,203914.0,2749.0,203115.0,2772.0,203093.0,201935.0,201147.0,201976.0
30,0.0,1.0,0.0,131.0,1.0,2772.0,203093.0,201935.0,201147.0,201976.0,201568.0,202702.0,203914.0,2749.0,203115.0
31,66.66666666666666,0.0,0.0,131.0,0.0,201568.0,202702.0,203914.0,2749.0,203115.0,2772.0,203093.0,201935.0,201147.0,201976.0
32,100.0,1.0,0.0,32.0,0.0,2772.0,201935.0,201147.0,201976.0,203991.0,201568.0,2749.0,203115.0,201589.0,200751.0
33,150.0,0.0,0.0,32.0,1.0,201568.0,2749.0,203115.0,201589.0,200751.0,2772.0,201935.0,201147.0,201976.0,203991.0
34,75.0,1.0,0.0,344.0,1.0,201935.0,201147.0,201976.0,203991.0,201951.0,201568.0,2749.0,203115.0,201589.0,200751.0
35,100.0,0.0,0.0,344.0,0.0,201568.0,2749.0,203115.0,201589.0,200751.0,201935.0,201147.0,201976.0,203991.0,201951.0
36,50.0,1.0,0.0,9.0,0.0,201951.0,201147.0,1891.0,201935.0,2772.0,1626144.0,2749.0,203115.0,200751.0,201589.0
37,0.0,0.0,0.0,9.0,1.0,1626144.0,2749.0,203115.0,200751.0,201589.0,201951.0,201147.0,1891.0,201935.0,2772.0
38,0.0,1.0,0.0,2.0,0.0,201951.0,201147.0,1891.0,201935.0,2772.0,1626144.0,2749.0,201568.0,202702.0,203914.0
39,0.0,0.0,0.0,2.0,1.0,1626144.0,2749.0,201568.0,202702.0,203914.0,201951.0,201147.0,1891.0,201935.0,2772.0
40,0.0,1.0,0.0,78.0,0.0,201951.0,201147.0,1891.0,201935.0,2772.0,1626144.0,2749.0,201568.0,202702.0,203914.0
41,66.66666666666666,0.0,0.0,78.0,1.0,1626144.0,2749.0,201568.0,202702.0,203914.0,201951.0,201147.0,1891.0,201935.0,2772.0
42,87.5,1.0,0.0,175.0,0.0,201951.0,201147.0,201935.0,2772.0,203093.0,1626144.0,2749.0,201568.0,202702.0,203914.0
43,144.44444444444443,0.0,0.0,175.0,1.0,1626144.0,2749.0,201568.0,202702.0,203914.0,201951.0,201147.0,201935.0,2772.0,203093.0
44,50.0,1.0,0.0,23.0,1.0,201147.0,203093.0,1626155.0,203909.0,1626149.0,1626144.0,2034.0,203115.0,203999.0,203475.0
45,100.0,0.0,0.0,23.0,0.0,1626144.0,2034.0,203115.0,203999.0,203475.0,201147.0,203093.0,1626155.0,203909.0,1626149.0
