,PTS/100,isHome,possession_diff,time,startsBall,offence1,offence2,offence3,offence4,offence5,defence1,defence2,defence3,defence4,defence5
0,66.66666666666666,1.0,0.0,347.0,0.0,203109.0,101135.0,203092.0,202340.0,203935.0,201960.0,2449.0,202685.0,201942.0,200768.0
1,66.66666666666666,0.0,0.0,347.0,1.0,201960.0,2449.0,202685.0,201942.0,200768.0,203109.0,101135.0,203092.0,202340.0,203935.0
2,50.0,1.0,0.0,65.0,0.0,203109.0,101135.0,202340.0,202738.0,203482.0,201960.0,2449.0,202685.0,201942.0,200768.0
3,50.0,0.0,0.0,65.0,1.0,201960.0,2449.0,202685.0,201942.0,200768.0,203109.0,101135.0,202340.0,202738.0,203482.0
4,100.0,1.0,0.0,68.0,0.0,203109.0,202340.0,202738.0,203482.0,101161.0,201960.0,201942.0,200768.0,202335.0,202687.0
5,66.66666666666666,0.0,0.0,68.0,1.0,201960.0,201942.0,200768.0,202335.0,202687.0,203109.0,202340.0,202738.0,203482.0,101161.0
6,50.0,1.0,0.0,78.0,0.0,202340.0,202738.0,203482.0,101161.0,202323.0,201942.0,200768.0,202335.0,202687.0,203082.0
7,200.0,0.0,0.0,78.0,1.0,201942.0,200768.0,202335.0,202687.0,203082.0,202340.0,202738.0,203482.0,101161.0,202323.0
8,100.0,1.0,0.0,45.0,0.0,202738.0,203482.0,101161.0,202323.0,203935.0,200768.0,202335.0,202687.0,203082.0,201960.0
9,50.0,0.0,0.0,45.0,1.0,200768.0,202335.0,202687.0,203082.0,201960.0,202738.0,203482.0,101161.0,202323.0,203935.0
10,109.09090909090908,1.0,0.0,275.0,1.0,202738.0,203482.0,101161.0,202323.0,203935.0,202335.0,202687.0,203082.0,201960.0,202709.0
11,80.0,0.0,0.0,275.0,0.0,202335.0,202687.0,203082.0,201960.0,202709.0,202738.0,203482.0,101161.0,202323.0,203935.0
12,33.33333333333333,1.0,0.0,15.0,0.0,203935.0,202323.0,203096.0,101135.0,203109.0,201960.0,203082.0,202709.0,2449.0,203461.0
13,0.0,0.0,0.0,15.0,1.0,201960.0,203082.0,202709.0,2449.0,203461.0,203935.0,202323.0,203096.0,101135.0,203109.0
14,40.0,1.0,0.0,75.0,0.0,203935.0,202323.0,203096.0,101135.0,203109.0,203082.0,202709.0,2449.0,203461.0,201942.0
15,50.0,0.0,0.0,75.0,1.0,203082.0,202709.0,2449.0,203461.0,201942.0,203935.0,202323.0,203096.0,101135.0,203109.0
16,0.0,1.0,0.0,0.0,1.0,203096.0,101135.0,203109.0,202340.0,202738.0,202709.0,2449.0,203461.0,201942.0,200768.0
17,100.0,0.0,0.0,0.0,0.0,202709.0,2449.0,203461.0,201942.0,200768.0,203096.0,101135.0,203109.0,202340.0,202738.0
18,50.0,1.0,0.0,0.0,1.0,101135.0,203109.0,202340.0,202738.0,203092.0,202709.0,2449.0,203461.0,201942.0,200768.0
19,0.0,0.0,0.0,0.0,0.0,202709.0,2449.0,203461.0,201942.0,200768.0,101135.0,203109.0,202340.0,202738.0,203092.0
20,200.0,1.0,0.0,90.0,0.0,101135.0,203109.0,202340.0,202738.0,203092.0,202709.0,2449.0,201942.0,200768.0,202335.0
21,60.0,0.0,0.0,90.0,1.0,202709.0,2449.0,201942.0,200768.0,202335.0,101135.0,203109.0,202340.0,202738.0,203092.0
22,0.0,1.0,0.0,24.0,0.0,101135.0,203109.0,202340.0,202738.0,203092.0,201942.0,200768.0,202335.0,201960.0,202685.0
23,100.0,0.0,0.0,24.0,1.0,201942.0,200768.0,202335.0,201960.0,202685.0,101135.0,203109.0,202340.0,202738.0,203092.0
24,100.0,1.0,0.0,26.0,1.0,203109.0,202340.0,202738.0,101161.0,203482.0,201942.0,200768.0,202335.0,201960.0,202685.0
25,100.0,0.0,0.0,26.0,0.0,201942.0,200768.0,202335.0,201960.0,202685.0,203109.0,202340.0,202738.0,101161.0,203482.0
26,50.0,1.0,0.0,38.0,1.0,203109.0,202340.0,202738.0,101161.0,203482.0,201942.0,200768.0,202335.0,201960.0,201949.0
27,300.0,0.0,0.0,38.0,0.0,201942.0,200768.0,202335.0,201960.0,201949.0,203109.0,202340.0,202738.0,101161.0,203482.0
28,76.47058823529412,1.0,0.0,417.0,1.0,203109.0,202738.0,101161.0,203482.0,203935.0,201942.0,200768.0,202335.0,201960.0,201949.0
29,106.25,0.0,0.0,417.0,0.0,201942.0,200768.0,202335.0,201960.0,201949.0,203109.0,202738.0,101161.0,203482.0,203935.0
30,0.0,1.0,0.0,1.0,1.0,202340.0,203935.0,202738.0,101161.0,203096.0,201960.0,2449.0,201942.0,200768.0,202687.0
31,0.0,0.0,0.0,1.0,0.0,201960.0,2449.0,201942.0,200768.0,202687.0,202340.0,203935.0,202738.0,101161.0,203096.0
32,300.0,1.0,0.0,32.0,1.0,202340.0,203935.0,202738.0,101161.0,203096.0,201960.0,2449.0,201942.0,200768.0,202687.0
33,0.0,0.0,0.0,32.0,0.0,201960.0,2449.0,201942.0,200768.0,202687.0,202340.0,203935.0,202738.0,101161.0,203096.0
34,100.0,1.0,0.0,59.0,0.0,203935.0,202738.0,101161.0,203096.0,202323.0,201960.0,2449.0,201942.0,200768.0,202687.0
35,100.0,0.0,0.0,59.0,1.0,201960.0,2449.0,201942.0,200768.0,202687.0,203935.0,202738.0,101161.0,203096.0,202323.0
36,42.857142857142854,1.0,0.0,156.0,0.0,202738.0,101161.0,203096.0,202323.0,201973.0,201960.0,2449.0,201942.0,200768.0,202687.0
37,142.85714285714286,0.0,0.0,156.0,1.0,201960.0,2449.0,201942.0,200768.0,202687.0,202738.0,101161.0,203096.0,202323.0,201973.0
38,100.0,1.0,0.0,92.0,1.0,202738.0,101161.0,202323.0,201973.0,203482.0,201960.0,200768.0,202687.0,203082.0,202335.0
39,0.0,0.0,0.0,92.0,0.0,201960.0,200768.0,202687.0,203082.0,202335.0,202738.0,101161.0,202323.0,201973.0,203482.0
40,57.14285714285714,1.0,0.0,193.0,0.0,202738.0,101161.0,202323.0,201973.0,203482.0,201960.0,202687.0,203082.0,202335.0,202709.0
41,100.0,0.0,0.0,193.0,1.0,201960.0,202687.0,203082.0,202335.0,202709.0,202738.0,101161.0,202323.0,201973.0,203482.0
42,50.0,1.0,0.0,0.0,0.0,203109.0,203482.0,202323.0,201973.0,202340.0,202335.0,202687.0,203082.0,202709.0,201949.0
43,0.0,0.0,0.0,0.0,1.0,202335.0,202687.0,203082.0,202709.0,201949.0,203109.0,203482.0,202323.0,201973.0,202340.0
44,100.0,1.0,0.0,89.0,1.0,203109.0,203482.0,202323.0,202340.0,203935.0,202335.0,203082.0,202709.0,201949.0,202685.0
45,133.33333333333331,0.0,0.0,89.0,0.0,202335.0,203082.0,202709.0,201949.0,202685.0,203109.0,203482.0,202323.0,202340.0,203935.0
