,PTS/100,isHome,possession_diff,time,startsBall,offence1,offence2,offence3,offence4,offence5,defence1,defence2,defence3,defence4,defence5
0,153.84615384615387,1.0,0.0,330.0,0.0,201142.0,203110.0,2585.0,202691.0,201939.0,202329.0,203090.0,203486.0,203459.0,203468.0
1,130.76923076923077,0.0,0.0,330.0,1.0,202329.0,203090.0,203486.0,203459.0,203468.0,201142.0,203110.0,2585.0,202691.0,201939.0
2,133.33333333333331,1.0,1.0,45.0,0.0,201142.0,203110.0,2585.0,201939.0,203546.0,202329.0,203090.0,203486.0,203459.0,203468.0
3,66.66666666666666,0.0,0.0,45.0,1.0,202329.0,203090.0,203486.0,203459.0,203468.0,201142.0,203110.0,2585.0,201939.0,203546.0
4,0.0,1.0,2.0,9.0,1.0,201142.0,203110.0,201939.0,203546.0,201580.0,202329.0,203090.0,203486.0,203468.0,202323.0
5,0.0,0.0,-1.0,9.0,0.0,202329.0,203090.0,203486.0,203468.0,202323.0,201142.0,203110.0,201939.0,203546.0,201580.0
6,0.0,1.0,1.0,0.0,1.0,203110.0,201939.0,201580.0,2738.0,1627775.0,202329.0,203090.0,203486.0,203468.0,202323.0
7,,0.0,0.0,0.0,0.0,202329.0,203090.0,203486.0,203468.0,202323.0,203110.0,201939.0,201580.0,2738.0,1627775.0
8,50.0,1.0,1.0,52.0,0.0,203110.0,201939.0,201580.0,2738.0,1627775.0,202329.0,203468.0,202323.0,1626192.0,203086.0
9,100.0,0.0,0.0,52.0,1.0,202329.0,203468.0,202323.0,1626192.0,203086.0,203110.0,201939.0,201580.0,2738.0,1627775.0
10,0.0,1.0,0.0,0.0,1.0,203110.0,201939.0,201580.0,2738.0,1627775.0,203468.0,202323.0,1626192.0,203086.0,203943.0
11,100.0,0.0,0.0,0.0,0.0,203468.0,202323.0,1626192.0,203086.0,203943.0,203110.0,201939.0,201580.0,2738.0,1627775.0
12,0.0,1.0,0.0,0.0,1.0,203110.0,201939.0,2738.0,1627775.0,201142.0,203468.0,202323.0,1626192.0,203086.0,203943.0
13,0.0,0.0,1.0,0.0,0.0,203468.0,202323.0,1626192.0,203086.0,203943.0,203110.0,201939.0,2738.0,1627775.0,201142.0
14,163.63636363636365,1.0,0.0,249.0,1.0,203110.0,201939.0,2738.0,201142.0,203546.0,203468.0,202323.0,1626192.0,203086.0,203943.0
15,60.0,0.0,1.0,249.0,0.0,203468.0,202323.0,1626192.0,203086.0,203943.0,203110.0,201939.0,2738.0,201142.0,203546.0
16,125.0,1.0,4.0,107.0,1.0,201142.0,202691.0,2738.0,2733.0,2561.0,203459.0,202323.0,203943.0,203894.0,203090.0
17,100.0,0.0,-3.0,107.0,0.0,203459.0,202323.0,203943.0,203894.0,203090.0,201142.0,202691.0,2738.0,2733.0,2561.0
18,66.66666666666666,1.0,4.0,63.0,0.0,201142.0,202691.0,2738.0,2733.0,2561.0,203459.0,202323.0,203894.0,203090.0,203486.0
19,75.0,0.0,-3.0,63.0,1.0,203459.0,202323.0,203894.0,203090.0,203486.0,201142.0,202691.0,2738.0,2733.0,2561.0
20,0.0,1.0,4.0,0.0,1.0,201142.0,202691.0,2733.0,2561.0,203546.0,203459.0,202323.0,203894.0,203090.0,203486.0
21,0.0,0.0,-3.0,0.0,0.0,203459.0,202323.0,203894.0,203090.0,203486.0,201142.0,202691.0,2733.0,2561.0,203546.0
22,0.0,1.0,4.0,0.0,1.0,202691.0,2733.0,2561.0,203546.0,203110.0,203459.0,202323.0,203090.0,203486.0,203468.0
23,150.0,0.0,-3.0,0.0,0.0,203459.0,202323.0,203090.0,203486.0,203468.0,202691.0,2733.0,2561.0,203546.0,203110.0
24,0.0,1.0,3.0,35.0,0.0,202691.0,2733.0,203546.0,203110.0,2585.0,203459.0,202323.0,203090.0,203486.0,203468.0
25,0.0,0.0,-2.0,35.0,1.0,203459.0,202323.0,203090.0,203486.0,203468.0,202691.0,2733.0,203546.0,203110.0,2585.0
26,100.0,1.0,3.0,56.0,0.0,202691.0,2733.0,203110.0,2585.0,201939.0,203459.0,203090.0,203486.0,203468.0,202329.0
27,100.0,0.0,-2.0,56.0,1.0,203459.0,203090.0,203486.0,203468.0,202329.0,202691.0,2733.0,203110.0,2585.0,201939.0
28,100.0,1.0,2.0,30.0,1.0,202691.0,2733.0,203110.0,2585.0,201939.0,203459.0,203486.0,203468.0,202329.0,202323.0
29,200.0,0.0,-1.0,30.0,0.0,203459.0,203486.0,203468.0,202329.0,202323.0,202691.0,2733.0,203110.0,2585.0,201939.0
30,0.0,1.0,2.0,40.0,1.0,202691.0,203110.0,201939.0,2738.0,201142.0,203459.0,203486.0,203468.0,202329.0,202323.0
31,166.66666666666669,0.0,-1.0,40.0,0.0,203459.0,203486.0,203468.0,202329.0,202323.0,202691.0,203110.0,201939.0,2738.0,201142.0
32,133.33333333333331,1.0,0.0,133.0,0.0,202691.0,201939.0,2738.0,201142.0,2585.0,203459.0,203486.0,203468.0,202329.0,202323.0
33,171.42857142857142,0.0,0.0,133.0,1.0,203459.0,203486.0,203468.0,202329.0,202323.0,202691.0,201939.0,2738.0,201142.0,2585.0
34,100.0,1.0,-1.0,1.0,1.0,202691.0,201939.0,2738.0,201142.0,2585.0,203459.0,203486.0,203468.0,202329.0,1626192.0
35,0.0,0.0,2.0,1.0,0.0,203459.0,203486.0,203468.0,202329.0,1626192.0,202691.0,201939.0,2738.0,201142.0,2585.0
36,109.09090909090908,1.0,0.0,237.0,1.0,201142.0,203110.0,2585.0,202691.0,201939.0,202329.0,203090.0,203486.0,203459.0,203468.0
37,50.0,0.0,1.0,237.0,0.0,202329.0,203090.0,203486.0,203459.0,203468.0,201142.0,203110.0,2585.0,202691.0,201939.0
38,100.0,1.0,2.0,81.0,0.0,201142.0,2585.0,202691.0,201939.0,2738.0,202329.0,203090.0,203486.0,203459.0,203468.0
39,75.0,0.0,-1.0,81.0,1.0,202329.0,203090.0,203486.0,203459.0,203468.0,201142.0,2585.0,202691.0,201939.0,2738.0
40,0.0,1.0,2.0,22.0,0.0,201142.0,2585.0,202691.0,201939.0,2738.0,203090.0,203486.0,203459.0,203468.0,202323.0
41,0.0,0.0,-1.0,22.0,1.0,203090.0,203486.0,203459.0,203468.0,202323.0,201142.0,2585.0,202691.0,201939.0,2738.0
42,133.33333333333331,1.0,2.0,17.0,0.0,201142.0,2585.0,202691.0,201939.0,2738.0,203090.0,203486.0,203468.0,202323.0,1626192.0
43,0.0,0.0,-1.0,17.0,1.0,203090.0,203486.0,203468.0,202323.0,1626192.0,201142.0,2585.0,202691.0,201939.0,2738.0
44,50.0,1.0,3.0,20.0,1.0,201142.0,202691.0,201939.0,2738.0,1626172.0,203090.0,203468.0,202323.0,1626192.0,203086.0
45,0.0,0.0,-3.0,20.0,0.0,203090.0,203468.0,202323.0,1626192.0,203086.0,201142.0,202691.0,201939.0,2738.0,1626172.0
46,100.0,1.0,3.0,53.0,1.0,201142.0,202691.0,201939.0,2738.0,1626172.0,203090.0,202323.0,1626192.0,203086.0,203894.0
47,100.0,0.0,-2.0,53.0,0.0,203090.0,202323.0,1626192.0,203086.0,203894.0,201142.0,202691.0,201939.0,2738.0,1626172.0
48,75.0,1.0,3.0,91.0,0.0,201142.0,201939.0,2738.0,1626172.0,203546.0,203090.0,202323.0,1626192.0,203086.0,203894.0
49,40.0,0.0,-2.0,91.0,1.0,203090.0,202323.0,1626192.0,203086.0,203894.0,201142.0,201939.0,2738.0,1626172.0,203546.0
50,0.0,1.0,3.0,9.0,1.0,201142.0,201939.0,2738.0,1626172.0,203546.0,203090.0,202323.0,203086.0,203894.0,203459.0
51,100.0,0.0,-3.0,9.0,0.0,203090.0,202323.0,203086.0,203894.0,203459.0,201142.0,201939.0,2738.0,1626172.0,203546.0
52,66.66666666666666,1.0,3.0,45.0,0.0,201142.0,201939.0,2738.0,1626172.0,203546.0,202323.0,203086.0,203894.0,203459.0,202329.0
53,66.66666666666666,0.0,-3.0,45.0,1.0,202323.0,203086.0,203894.0,203459.0,202329.0,201142.0,201939.0,2738.0,1626172.0,203546.0
54,0.0,1.0,3.0,16.0,1.0,201142.0,201939.0,2738.0,203546.0,2561.0,202323.0,203086.0,203894.0,203459.0,202329.0
55,0.0,0.0,-2.0,16.0,0.0,202323.0,203086.0,203894.0,203459.0,202329.0,201142.0,201939.0,2738.0,203546.0,2561.0
