,PTS/100,isHome,possession_diff,time,startsBall,offence1,offence2,offence3,offence4,offence5,defence1,defence2,defence3,defence4,defence5
0,100.0,1.0,0.0,269.0,0.0,203926.0,202703.0,2200.0,202710.0,201565.0,201142.0,201586.0,203500.0,203460.0,201566.0
1,144.44444444444443,0.0,0.0,269.0,1.0,201142.0,201586.0,203500.0,203460.0,201566.0,203926.0,202703.0,2200.0,202710.0,201565.0
2,0.0,1.0,-2.0,49.0,1.0,203926.0,202703.0,2200.0,202710.0,201565.0,201142.0,201586.0,203500.0,201566.0,203079.0
3,100.0,0.0,3.0,49.0,0.0,201142.0,201586.0,203500.0,201566.0,203079.0,203926.0,202703.0,2200.0,202710.0,201565.0
4,166.66666666666669,1.0,-3.0,83.0,1.0,202703.0,2200.0,202710.0,201565.0,203503.0,201142.0,201586.0,203500.0,201566.0,203079.0
5,0.0,0.0,3.0,83.0,0.0,201142.0,201586.0,203500.0,201566.0,203079.0,202703.0,2200.0,202710.0,201565.0,203503.0
6,150.0,1.0,-1.0,42.0,1.0,2200.0,203503.0,201149.0,202734.0,203926.0,201142.0,201586.0,203500.0,201566.0,203079.0
7,150.0,0.0,2.0,42.0,0.0,201142.0,201586.0,203500.0,201566.0,203079.0,2200.0,203503.0,201149.0,202734.0,203926.0
8,120.0,1.0,-1.0,117.0,1.0,2200.0,203503.0,201149.0,202734.0,203926.0,203500.0,201566.0,203079.0,202713.0,202683.0
9,75.0,0.0,2.0,117.0,0.0,203500.0,201566.0,203079.0,202713.0,202683.0,2200.0,203503.0,201149.0,202734.0,203926.0
10,0.0,1.0,0.0,29.0,1.0,2200.0,203503.0,201149.0,202734.0,201565.0,203500.0,201566.0,203079.0,202713.0,202683.0
11,100.0,0.0,1.0,29.0,0.0,203500.0,201566.0,203079.0,202713.0,202683.0,2200.0,203503.0,201149.0,202734.0,201565.0
12,100.0,1.0,-1.0,19.0,0.0,2200.0,203503.0,201149.0,202734.0,201565.0,201566.0,203079.0,202713.0,202683.0,2555.0
13,0.0,0.0,2.0,19.0,1.0,201566.0,203079.0,202713.0,202683.0,2555.0,2200.0,203503.0,201149.0,202734.0,201565.0
14,100.0,1.0,0.0,21.0,0.0,203503.0,201149.0,202734.0,201565.0,201959.0,201566.0,203079.0,202713.0,202683.0,2555.0
15,100.0,0.0,1.0,21.0,1.0,201566.0,203079.0,202713.0,202683.0,2555.0,203503.0,201149.0,202734.0,201565.0,201959.0
16,50.0,1.0,-1.0,123.0,0.0,203503.0,201149.0,202734.0,201565.0,201959.0,201566.0,203079.0,202713.0,2555.0,201142.0
17,16.666666666666664,0.0,1.0,123.0,1.0,201566.0,203079.0,202713.0,2555.0,201142.0,203503.0,201149.0,202734.0,201565.0,201959.0
18,233.33333333333334,1.0,0.0,93.0,1.0,201565.0,201149.0,201959.0,201166.0,202710.0,201142.0,201586.0,2555.0,201571.0,201627.0
19,0.0,0.0,1.0,93.0,0.0,201142.0,201586.0,2555.0,201571.0,201627.0,201565.0,201149.0,201959.0,201166.0,202710.0
20,125.0,1.0,2.0,85.0,1.0,201565.0,201149.0,201959.0,201166.0,202710.0,201142.0,201586.0,201571.0,202683.0,201566.0
21,66.66666666666666,0.0,-1.0,85.0,0.0,201142.0,201586.0,201571.0,202683.0,201566.0,201565.0,201149.0,201959.0,201166.0,202710.0
22,40.0,1.0,3.0,75.0,0.0,201565.0,201959.0,202710.0,202703.0,202734.0,201142.0,201586.0,201571.0,202683.0,201566.0
23,60.0,0.0,-2.0,75.0,1.0,201142.0,201586.0,201571.0,202683.0,201566.0,201565.0,201959.0,202710.0,202703.0,202734.0
24,100.0,1.0,3.0,40.0,0.0,201565.0,201959.0,202710.0,202703.0,202734.0,201142.0,201586.0,201571.0,201566.0,203500.0
