,PTS/100,isHome,possession_diff,time,startsBall,offence1,offence2,offence3,offence4,offence5,defence1,defence2,defence3,defence4,defence5
0,75.0,1.0,0.0,321.0,0.0,203145.0,200794.0,201143.0,2594.0,201952.0,202694.0,101141.0,203083.0,203484.0,202704.0
1,125.0,0.0,0.0,321.0,1.0,202694.0,101141.0,203083.0,203484.0,202704.0,203145.0,200794.0,201143.0,2594.0,201952.0
2,66.66666666666666,1.0,0.0,80.0,0.0,200794.0,2594.0,201952.0,200757.0,201168.0,202694.0,101141.0,203083.0,203484.0,202704.0
3,166.66666666666669,0.0,0.0,80.0,1.0,202694.0,101141.0,203083.0,203484.0,202704.0,200794.0,2594.0,201952.0,200757.0,201168.0
4,0.0,1.0,0.0,4.0,1.0,200794.0,201952.0,200757.0,201168.0,203934.0,202694.0,101141.0,203083.0,203484.0,202704.0
5,0.0,0.0,0.0,4.0,0.0,202694.0,101141.0,203083.0,203484.0,202704.0,200794.0,201952.0,200757.0,201168.0,203934.0
6,100.0,1.0,0.0,157.0,1.0,200794.0,200757.0,201168.0,203934.0,203471.0,202694.0,203083.0,203484.0,202704.0,1626169.0
7,83.33333333333334,0.0,0.0,157.0,0.0,202694.0,203083.0,203484.0,202704.0,1626169.0,200794.0,200757.0,201168.0,203934.0,203471.0
8,166.66666666666669,1.0,0.0,80.0,0.0,200757.0,201168.0,203934.0,203471.0,201143.0,202694.0,203484.0,1626169.0,203382.0,2581.0
9,0.0,0.0,0.0,80.0,1.0,202694.0,203484.0,1626169.0,203382.0,2581.0,200757.0,201168.0,203934.0,203471.0,201143.0
10,100.0,1.0,0.0,192.0,0.0,200757.0,203934.0,203471.0,201143.0,203488.0,202694.0,1626169.0,203382.0,2581.0,201975.0
11,75.0,0.0,0.0,192.0,1.0,202694.0,1626169.0,203382.0,2581.0,201975.0,200757.0,203934.0,203471.0,201143.0,203488.0
12,0.0,1.0,0.0,18.0,0.0,203145.0,201143.0,2594.0,203488.0,201952.0,101141.0,1626169.0,203382.0,2581.0,201975.0
13,0.0,0.0,0.0,18.0,1.0,101141.0,1626169.0,203382.0,2581.0,201975.0,203145.0,201143.0,2594.0,203488.0,201952.0
14,0.0,1.0,0.0,8.0,0.0,201143.0,2594.0,203488.0,201952.0,200757.0,101141.0,1626169.0,2581.0,201975.0,203083.0
15,0.0,0.0,0.0,8.0,1.0,101141.0,1626169.0,2581.0,201975.0,203083.0,201143.0,2594.0,203488.0,201952.0,200757.0
16,120.0,1.0,0.0,109.0,0.0,2594.0,203488.0,201952.0,200757.0,201168.0,101141.0,1626169.0,2581.0,201975.0,203083.0
17,50.0,0.0,0.0,109.0,1.0,101141.0,1626169.0,2581.0,201975.0,203083.0,2594.0,203488.0,201952.0,200757.0,201168.0
18,28.57142857142857,1.0,0.0,175.0,1.0,201952.0,200757.0,201168.0,200794.0,203471.0,101141.0,203083.0,202704.0,203484.0,202694.0
19,133.33333333333331,0.0,0.0,175.0,0.0,101141.0,203083.0,202704.0,203484.0,202694.0,201952.0,200757.0,201168.0,200794.0,203471.0
20,46.666666666666664,1.0,0.0,455.0,0.0,201952.0,200794.0,203471.0,201143.0,203145.0,203083.0,202704.0,203484.0,202694.0,1626169.0
21,118.75,0.0,0.0,455.0,1.0,203083.0,202704.0,203484.0,202694.0,1626169.0,201952.0,200794.0,203471.0,201143.0,203145.0
22,0.0,1.0,0.0,56.0,1.0,200794.0,2594.0,201952.0,200757.0,201168.0,202694.0,101141.0,203083.0,203484.0,202704.0
23,166.66666666666669,0.0,0.0,56.0,0.0,202694.0,101141.0,203083.0,203484.0,202704.0,200794.0,2594.0,201952.0,200757.0,201168.0
24,233.33333333333334,1.0,0.0,111.0,1.0,200794.0,200757.0,201168.0,203934.0,203471.0,202694.0,203083.0,203484.0,202704.0,1626169.0
25,166.66666666666669,0.0,0.0,111.0,0.0,202694.0,203083.0,203484.0,202704.0,1626169.0,200794.0,200757.0,201168.0,203934.0,203471.0
26,150.0,1.0,0.0,26.0,0.0,200794.0,200757.0,201168.0,203934.0,203471.0,202694.0,203083.0,203484.0,1626169.0,2581.0
27,100.0,0.0,0.0,26.0,1.0,202694.0,203083.0,203484.0,1626169.0,2581.0,200794.0,200757.0,201168.0,203934.0,203471.0
28,112.5,1.0,0.0,199.0,1.0,200794.0,200757.0,203934.0,203471.0,201143.0,202694.0,203083.0,203484.0,1626169.0,2581.0
29,114.28571428571428,0.0,0.0,199.0,0.0,202694.0,203083.0,203484.0,1626169.0,2581.0,200794.0,200757.0,203934.0,203471.0,201143.0
30,50.0,1.0,0.0,95.0,0.0,203145.0,201143.0,203934.0,203471.0,203118.0,101141.0,1626169.0,203382.0,2581.0,201975.0
31,100.0,0.0,0.0,95.0,1.0,101141.0,1626169.0,203382.0,2581.0,201975.0,203145.0,201143.0,203934.0,203471.0,203118.0
32,200.0,1.0,0.0,29.0,1.0,203471.0,203118.0,2594.0,201952.0,200794.0,101141.0,1626169.0,203382.0,2581.0,201975.0
33,0.0,0.0,0.0,29.0,0.0,101141.0,1626169.0,203382.0,2581.0,201975.0,203471.0,203118.0,2594.0,201952.0,200794.0
34,100.0,1.0,0.0,44.0,0.0,203471.0,203118.0,2594.0,201952.0,200794.0,101141.0,203382.0,2581.0,203484.0,202694.0
35,0.0,0.0,0.0,44.0,1.0,101141.0,203382.0,2581.0,203484.0,202694.0,203471.0,203118.0,2594.0,201952.0,200794.0
36,75.0,1.0,0.0,80.0,1.0,203471.0,203118.0,2594.0,201952.0,200794.0,101141.0,203484.0,202694.0,203083.0,202704.0
37,100.0,0.0,0.0,80.0,0.0,101141.0,203484.0,202694.0,203083.0,202704.0,203471.0,203118.0,2594.0,201952.0,200794.0
38,133.33333333333331,1.0,0.0,118.0,0.0,2594.0,201952.0,200794.0,203934.0,201143.0,203484.0,202694.0,203083.0,202704.0,1626169.0
39,50.0,0.0,0.0,118.0,1.0,203484.0,202694.0,203083.0,202704.0,1626169.0,2594.0,201952.0,200794.0,203934.0,201143.0
